Age,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition,Department_HR,Department_Operations,Department_Sales,Department_Tech
40,8,160,6,4,3,0,1,True,False,False,False
40,24,125,16,3,2,0,0,False,True,False,False
29,23,218,43,4,3,0,0,False,False,True,False
59,31,204,43,5,3,0,1,False,False,False,False
24,6,179,4,5,1,0,0,False,False,False,False
39,24,149,38,1,3,0,0,False,False,True,False
58,19,189,1,4,1,0,1,False,False,True,False
47,16,124,26,2,3,0,0,False,False,False,False
33,25,198,44,3,2,0,0,True,False,False,False
33,18,162,23,3,2,0,0,False,False,True,False
42,2,196,40,4,2,0,1,False,True,False,False
48,27,125,46,3,1,0,0,False,True,False,False
42,21,121,27,2,1,0,1,True,False,False,False
39,18,136,46,4,3,0,0,False,False,False,True
28,15,207,0,3,2,0,0,True,False,False,False
28,5,131,20,1,2,0,0,False,False,False,False
46,30,197,27,3,3,0,0,False,False,False,True
46,33,126,2,3,1,0,0,False,False,False,False
43,30,192,29,1,2,0,0,False,True,False,False
33,10,197,0,2,2,0,0,False,False,True,False
48,5,144,44,5,1,0,0,False,False,False,False
29,26,172,46,4,3,0,0,False,True,False,False
40,6,201,44,2,2,0,1,True,False,False,False
39,31,200,17,3,1,0,0,False,False,False,False
59,7,195,48,3,2,0,0,False,True,False,False
32,32,122,32,3,3,0,0,False,False,True,False
35,14,154,14,3,1,1,0,False,False,False,False
51,26,166,23,1,2,0,0,False,True,False,False
34,29,212,35,3,3,0,0,False,False,False,False
31,21,178,33,2,3,0,0,False,False,True,False
46,28,215,25,3,2,0,0,False,False,False,False
47,29,137,39,5,2,0,0,False,False,False,False
31,1,245,21,5,2,0,0,False,True,False,False
58,14,196,15,5,2,0,0,False,False,False,True
54,26,185,39,5,1,0,0,False,False,False,False
39,6,139,41,1,2,0,0,False,False,False,True
26,26,137,15,4,2,0,0,True,False,False,False
58,20,191,4,3,3,0,0,False,False,False,False
48,12,241,5,4,1,0,0,False,False,False,True
21,16,185,41,4,2,0,1,True,False,False,False
55,10,218,23,3,2,0,0,False,True,False,False
28,9,145,29,3,2,0,0,False,False,False,False
27,32,124,36,3,2,0,0,False,True,False,False
31,13,199,31,3,1,0,0,True,False,False,False
59,7,225,18,5,1,0,0,False,True,False,False
24,32,130,44,4,2,0,0,False,True,False,False
45,6,249,27,2,3,0,0,False,False,True,False
32,33,152,46,3,2,0,0,True,False,False,False
46,6,143,7,2,2,0,0,False,True,False,False
58,6,165,42,5,3,0,0,False,False,False,True
32,6,137,0,5,2,0,0,True,False,False,False
57,19,127,3,3,2,0,0,False,False,True,False
44,17,204,21,4,1,0,0,False,False,False,False
36,13,230,21,4,3,0,0,False,True,False,False
33,13,176,29,2,2,0,0,False,False,False,True
45,20,124,26,5,2,0,0,False,False,True,False
24,26,132,26,3,1,0,0,True,False,False,False
31,25,202,12,1,2,0,0,False,True,False,False
52,26,209,38,3,1,0,0,False,False,True,False
27,23,188,26,3,2,0,0,False,False,True,False
31,4,151,38,3,3,0,0,False,False,False,True
48,27,221,37,4,1,0,0,False,False,False,False
43,31,249,7,4,2,0,1,False,False,False,False
43,23,188,11,4,1,0,1,False,False,False,False
48,5,191,23,3,2,0,0,True,False,False,False
46,9,230,17,3,2,0,0,False,False,True,False
45,2,184,14,3,1,0,1,True,False,False,False
49,6,136,15,3,3,0,0,False,False,True,False
39,28,199,32,3,2,0,0,False,False,False,True
53,33,248,9,5,3,0,0,False,False,False,True
56,6,122,46,5,1,0,0,True,False,False,False
34,16,246,23,2,2,0,0,True,False,False,False
34,12,247,44,4,3,0,0,False,False,False,True
55,20,189,18,4,3,0,1,False,True,False,False
50,30,171,26,5,3,0,0,False,False,False,False
48,8,241,44,3,2,0,1,False,False,False,False
37,12,122,40,4,2,0,0,False,False,False,True
23,16,213,30,3,3,0,1,False,False,False,False
36,7,166,20,1,1,0,0,False,True,False,False
50,8,194,15,1,2,0,0,False,True,False,False
49,8,210,22,2,3,0,0,False,False,True,False
35,29,205,13,3,1,0,0,True,False,False,False
45,6,125,22,3,1,1,0,False,False,False,False
58,16,214,40,4,2,0,1,False,True,False,False
58,4,180,17,4,3,0,0,True,False,False,False
43,16,162,35,5,2,1,1,True,False,False,False
45,0,175,11,3,2,0,0,False,False,True,False
27,15,233,36,5,3,0,0,True,False,False,False
42,16,166,10,3,2,0,1,True,False,False,False
37,29,150,4,3,3,0,1,False,False,False,True
38,30,221,20,4,1,0,0,False,False,True,False
30,34,183,31,4,2,0,0,False,False,True,False
30,7,209,28,2,1,0,0,False,False,False,False
27,29,210,6,4,1,0,0,True,False,False,False
58,20,165,35,4,1,0,0,False,False,False,False
47,14,229,39,5,2,0,1,False,True,False,False
53,33,214,26,5,3,0,0,True,False,False,False
21,26,143,5,4,2,0,0,False,True,False,False
54,1,208,37,4,1,0,0,False,False,False,True
24,9,156,3,5,3,1,0,True,False,False,False
37,4,148,45,5,1,0,0,False,False,False,False
24,26,226,34,4,3,0,0,False,False,False,False
46,3,249,9,4,3,0,0,True,False,False,False
24,12,210,37,2,2,0,0,False,False,False,False
21,16,175,49,4,1,0,0,True,False,False,False
27,20,197,29,3,2,1,0,False,False,True,False
50,22,190,41,3,3,0,0,False,False,False,False
29,32,155,8,3,2,1,0,True,False,False,False
55,14,193,15,3,1,0,0,True,False,False,False
28,13,148,3,3,3,0,1,False,False,False,False
44,8,199,25,4,2,0,0,False,False,True,False
39,29,221,28,4,1,0,0,False,False,False,False
56,28,152,27,3,3,0,0,True,False,False,False
47,22,212,10,4,3,0,1,False,False,True,False
52,33,231,27,5,2,0,0,False,True,False,False
34,6,242,43,3,1,0,0,False,False,False,True
38,8,127,31,3,2,0,1,False,False,False,False
48,3,237,23,3,2,1,0,True,False,False,False
49,1,128,41,5,1,0,1,False,False,True,False
36,26,140,38,3,3,0,0,False,False,True,False
55,32,248,6,5,3,0,0,False,True,False,False
51,31,165,17,3,2,0,1,False,False,False,False
24,26,181,2,2,2,1,0,False,False,True,False
57,27,121,43,2,1,0,0,False,True,False,False
37,2,223,45,3,2,0,0,True,False,False,False
59,7,194,19,3,1,0,0,False,True,False,False
46,21,220,33,3,1,1,0,False,False,False,False
59,13,207,29,3,2,0,0,False,True,False,False
24,14,247,8,3,3,0,1,False,False,True,False
50,3,202,9,4,2,0,0,False,False,True,False
50,17,124,5,4,2,0,0,False,False,False,True
42,0,212,16,4,1,0,0,False,True,False,False
31,11,158,14,5,2,0,0,True,False,False,False
22,16,247,32,3,2,0,0,False,False,False,False
32,18,185,12,1,1,0,0,False,False,False,True
50,6,164,41,3,1,0,0,False,True,False,False
56,8,194,43,3,1,0,0,True,False,False,False
38,7,220,21,3,2,0,1,False,False,False,True
46,24,212,15,5,1,0,0,False,False,True,False
27,6,238,33,4,3,0,0,False,False,False,False
21,7,151,2,2,3,0,0,False,True,False,False
46,23,228,7,3,1,0,1,True,False,False,False
43,16,162,19,4,2,0,1,False,False,True,False
46,11,193,46,5,2,0,1,False,False,False,True
26,30,158,23,1,3,0,0,False,False,False,False
26,11,145,17,3,1,0,1,False,False,False,True
28,1,191,22,5,2,0,0,False,False,False,True
44,11,221,0,5,2,0,0,True,False,False,False
42,26,145,1,3,2,0,0,False,False,True,False
39,6,151,4,1,1,0,0,False,True,False,False
57,12,165,17,3,1,0,0,True,False,False,False
38,0,154,15,4,1,0,0,False,False,False,False
51,34,141,9,3,1,0,0,False,False,False,True
57,29,241,28,5,1,0,1,False,False,False,False
50,30,122,34,3,2,0,0,True,False,False,False
53,16,165,24,3,2,0,0,True,False,False,False
30,7,127,41,4,2,1,0,False,True,False,False
57,2,123,23,3,1,0,1,False,False,False,True
32,9,134,12,3,1,0,0,True,False,False,False
50,33,163,20,3,3,0,0,False,False,False,False
47,21,239,41,4,1,0,0,False,True,False,False
59,3,195,42,2,3,0,0,False,False,False,False
29,31,231,38,3,3,0,0,False,False,False,True
41,28,206,33,4,1,1,1,False,True,False,False
32,10,137,18,3,3,0,0,False,True,False,False
49,12,171,27,5,2,0,0,False,True,False,False
53,3,173,26,3,2,0,0,False,False,True,False
35,1,161,49,3,3,0,0,False,True,False,False
22,33,212,25,3,2,0,1,False,False,False,False
59,21,151,10,4,2,0,0,False,False,False,False
38,4,202,48,2,2,0,0,False,False,False,True
23,8,200,34,4,2,0,0,True,False,False,False
27,19,185,19,1,2,0,0,True,False,False,False
38,20,201,11,3,1,0,0,False,False,True,False
58,16,197,27,3,1,0,1,False,True,False,False
57,11,173,1,2,3,0,1,False,False,True,False
53,27,192,0,1,1,0,1,False,False,False,True
51,17,133,8,2,2,0,0,False,False,False,True
31,2,154,21,3,2,0,1,True,False,False,False
24,4,197,39,4,1,0,0,False,False,False,True
38,13,171,26,4,1,0,0,False,True,False,False
24,25,191,8,1,1,0,1,False,False,False,False
54,18,185,6,3,2,0,1,False,False,False,True
49,16,200,35,4,3,0,0,False,False,True,False
44,3,196,47,2,2,0,1,False,True,False,False
42,34,237,37,5,2,0,0,False,False,False,True
22,23,192,49,3,2,0,0,False,False,False,True
26,12,146,1,4,3,1,0,False,True,False,False
45,32,157,42,3,2,0,0,False,False,False,True
41,14,205,4,2,1,0,0,False,False,False,False
36,14,220,16,3,2,0,0,True,False,False,False
51,30,222,36,4,3,0,0,False,True,False,False
34,27,150,34,3,2,0,0,False,False,True,False
59,9,159,7,3,3,0,0,False,False,False,True
48,6,192,42,2,1,0,0,True,False,False,False
52,32,249,2,3,3,1,0,False,False,True,False
48,6,201,2,3,1,0,0,False,False,True,False
29,4,151,0,3,1,0,0,False,False,False,False
42,25,207,23,2,2,0,0,True,False,False,False
52,15,221,44,3,1,0,0,False,True,False,False
25,7,208,29,4,2,0,0,True,False,False,False
43,21,208,41,5,3,0,0,True,False,False,False
25,33,151,25,4,3,0,0,False,False,True,False
52,27,173,37,2,2,1,0,False,False,False,False
30,6,215,42,3,2,0,0,False,False,False,False
59,27,233,39,1,3,0,1,True,False,False,False
35,1,143,42,2,2,0,0,True,False,False,False
27,8,149,37,3,3,0,0,False,False,False,True
49,5,216,43,2,3,0,0,False,False,True,False
23,0,174,49,2,1,1,0,False,True,False,False
39,2,183,2,2,1,0,0,False,True,False,False
30,9,152,12,3,2,0,0,False,False,False,False
48,22,165,35,2,3,0,1,False,False,True,False
49,32,152,40,3,3,0,1,False,False,False,False
35,8,149,47,4,2,1,0,False,True,False,False
55,12,198,11,2,1,0,0,True,False,False,False
26,27,211,19,2,1,0,0,False,False,True,False
32,6,215,38,1,3,0,1,False,False,True,False
58,25,149,43,3,2,1,1,False,False,False,True
33,15,225,7,4,2,0,0,True,False,False,False
49,25,221,46,1,3,0,0,True,False,False,False
39,31,186,1,3,3,0,1,False,False,False,False
23,0,129,10,4,2,0,1,False,False,True,False
28,20,205,20,3,2,0,0,False,False,False,False
28,12,180,36,4,2,0,0,True,False,False,False
40,25,142,5,4,2,1,0,False,False,False,True
24,8,130,18,1,2,0,0,False,False,True,False
41,22,135,29,3,1,0,0,True,False,False,False
23,0,168,45,4,3,0,0,False,False,False,True
28,1,229,38,5,3,0,0,False,True,False,False
43,27,199,43,4,3,0,0,True,False,False,False
36,30,238,48,2,2,0,0,False,True,False,False
33,4,161,35,3,2,0,1,False,False,False,False
23,24,129,19,4,1,0,0,False,True,False,False
29,7,168,9,3,2,0,0,True,False,False,False
34,33,128,23,3,2,0,0,False,True,False,False
33,31,121,32,3,2,0,0,False,False,True,False
27,10,187,28,2,1,0,0,True,False,False,False
35,24,171,29,4,2,0,0,False,False,False,True
27,2,156,35,4,2,0,0,False,True,False,False
58,31,141,44,3,1,0,0,False,False,True,False
54,34,124,5,3,1,1,0,False,False,False,False
42,31,249,46,4,2,0,0,False,False,False,False
44,33,218,13,2,2,0,0,False,True,False,False
57,4,222,2,2,2,0,0,False,False,False,False
21,27,234,23,1,2,0,0,False,False,False,True
30,27,123,18,5,1,0,0,True,False,False,False
36,7,206,37,3,1,0,0,False,False,True,False
28,26,165,33,1,1,0,0,False,True,False,False
45,15,202,8,3,1,0,0,False,False,False,False
32,17,169,29,1,3,0,0,True,False,False,False
45,24,145,31,1,1,0,0,False,False,False,True
37,0,190,12,3,1,0,1,False,False,False,False
46,7,151,17,3,1,0,0,False,False,False,False
34,20,230,43,3,2,0,0,False,False,True,False
56,33,236,21,4,2,1,0,False,False,False,True
43,23,216,3,4,1,0,0,False,False,False,True
26,25,145,22,3,1,0,0,False,True,False,False
25,13,207,6,3,3,0,0,False,False,True,False
45,28,170,43,3,3,0,1,False,True,False,False
38,29,206,10,3,2,0,0,False,False,True,False
33,2,145,38,3,1,0,0,False,False,False,True
34,6,243,41,3,2,0,0,False,False,True,False
48,10,150,40,2,2,0,0,False,False,True,False
38,31,245,33,1,1,0,0,False,False,True,False
48,11,164,4,3,2,1,0,True,False,False,False
47,14,150,41,3,2,0,0,True,False,False,False
52,23,230,24,3,2,0,0,False,False,False,True
29,0,180,27,5,2,0,0,False,False,True,False
52,17,164,13,3,2,0,0,False,False,False,True
40,6,179,26,4,2,0,0,True,False,False,False
48,1,171,15,3,2,0,0,False,False,True,False
53,30,171,26,2,2,0,0,False,True,False,False
24,32,195,1,5,2,0,0,True,False,False,False
54,29,181,18,4,2,0,0,True,False,False,False
23,30,186,22,3,3,0,0,True,False,False,False
46,33,198,40,2,2,0,0,False,False,True,False
28,6,168,13,2,2,0,0,False,False,False,False
26,24,207,46,4,2,0,1,False,True,False,False
36,15,234,25,1,2,0,0,False,True,False,False
44,21,163,7,3,3,0,0,False,False,False,True
59,26,155,26,3,2,0,0,False,False,True,False
50,16,141,46,2,2,0,1,True,False,False,False
33,3,249,39,4,2,1,0,False,False,False,False
25,34,126,27,4,1,0,0,False,False,True,False
45,21,135,3,3,2,0,0,False,False,True,False
40,34,213,37,3,1,0,0,False,False,False,False
38,14,163,10,4,2,0,0,True,False,False,False
38,20,229,43,3,2,0,0,False,False,True,False
22,12,184,23,3,2,0,0,False,True,False,False
30,10,192,27,3,1,0,0,False,True,False,False
32,26,190,40,2,2,1,0,False,False,False,False
33,30,193,17,5,1,0,0,True,False,False,False
31,31,144,48,3,2,0,0,False,False,False,False
39,29,201,20,3,2,0,0,False,False,True,False
55,17,190,25,4,3,0,0,False,True,False,False
59,15,176,2,3,1,1,0,False,False,False,True
46,34,169,12,2,1,0,0,False,False,False,False
34,8,194,37,4,3,0,1,False,False,False,True
44,9,160,27,1,1,0,0,False,False,False,True
21,11,166,13,3,2,0,0,False,True,False,False
42,7,197,0,3,2,0,0,False,False,False,False
43,2,172,27,3,2,0,0,False,False,False,True
39,18,135,35,4,2,0,1,False,False,True,False
38,10,238,49,4,1,0,0,True,False,False,False
32,7,147,10,4,3,0,0,True,False,False,False
48,25,249,42,3,2,0,1,False,True,False,False
48,22,180,39,5,1,0,0,False,False,False,False
53,9,174,3,3,2,0,0,False,False,False,False
39,17,137,33,3,1,0,1,True,False,False,False
48,11,168,0,5,2,0,0,False,False,True,False
57,25,221,9,1,2,0,1,True,False,False,False
46,10,161,16,2,1,0,1,True,False,False,False
55,9,126,6,5,1,0,0,False,False,False,False
54,2,178,38,5,1,0,0,False,False,False,True
55,6,168,12,4,1,0,0,False,False,True,False
36,3,179,21,3,2,0,1,False,False,False,False
58,7,125,0,3,3,0,1,True,False,False,False
33,12,150,27,3,1,0,0,False,False,False,True
43,11,235,32,3,1,0,0,False,False,True,False
42,34,204,12,3,2,0,1,False,True,False,False
36,1,166,0,1,2,0,0,False,False,True,False
48,14,163,37,3,2,0,0,False,False,True,False
55,33,175,24,3,3,0,0,True,False,False,False
28,25,162,41,4,2,0,0,True,False,False,False
42,4,173,20,3,1,0,0,False,True,False,False
41,24,187,32,4,1,0,0,False,True,False,False
46,33,172,36,3,1,0,1,False,True,False,False
41,3,159,33,3,2,0,0,False,False,False,False
45,33,205,2,3,2,0,0,False,False,False,False
21,26,214,29,2,1,0,0,True,False,False,False
26,28,129,2,3,3,0,0,True,False,False,False
43,4,155,17,4,3,0,0,False,True,False,False
43,17,162,22,3,3,0,0,False,False,False,False
43,3,226,7,5,1,0,0,False,False,False,True
52,0,243,8,3,1,0,0,False,False,False,False
50,19,168,1,2,1,0,1,True,False,False,False
33,5,243,1,3,2,0,0,False,False,False,False
38,19,187,26,4,2,0,0,True,False,False,False
43,19,221,47,3,3,0,0,False,True,False,False
35,26,209,38,4,1,0,0,False,True,False,False
53,25,128,35,4,2,0,0,False,True,False,False
41,31,129,4,1,2,0,0,False,False,False,True
59,9,244,0,2,1,0,0,False,False,False,True
43,17,234,21,3,1,0,0,True,False,False,False
47,11,184,9,2,2,0,0,False,False,True,False
38,9,231,44,3,2,0,0,False,False,False,True
44,23,191,23,4,3,0,0,True,False,False,False
27,23,193,14,3,3,0,0,False,False,False,False
40,24,173,32,3,3,0,0,False,True,False,False
47,7,208,49,3,2,0,0,False,True,False,False
26,13,214,22,2,1,0,0,False,True,False,False
47,30,222,13,4,3,0,0,True,False,False,False
29,23,180,17,4,3,0,0,False,True,False,False
51,15,247,24,3,2,0,0,False,False,False,True
41,19,184,21,3,2,0,0,False,False,False,False
46,14,124,43,4,2,0,0,False,True,False,False
33,13,239,43,3,3,0,0,True,False,False,False
43,11,234,36,1,1,0,0,False,False,False,False
40,33,228,6,5,2,0,1,False,True,False,False
57,7,162,25,4,3,0,0,False,False,True,False
48,18,145,23,3,2,0,1,False,True,False,False
37,4,130,12,3,2,0,0,False,False,False,True
48,26,249,40,5,3,0,0,False,False,False,False
22,12,140,5,4,1,0,1,False,False,False,True
45,31,234,20,3,1,0,0,False,False,True,False
26,30,247,6,4,2,0,0,False,False,True,False
31,1,195,17,3,1,0,0,False,False,False,True
58,6,192,14,2,2,1,0,False,False,False,False
26,10,206,7,3,1,0,0,False,False,True,False
31,10,225,15,3,2,0,1,False,False,True,False
34,22,128,48,4,2,0,0,False,True,False,False
22,30,238,2,2,2,0,1,True,False,False,False
23,7,169,44,4,1,0,0,False,False,True,False
55,31,129,8,3,1,0,1,False,False,False,False
53,20,232,46,3,1,0,0,False,False,False,False
44,30,129,25,3,1,0,0,False,True,False,False
39,0,197,25,3,1,0,0,False,False,False,False
38,12,155,29,3,1,0,1,False,True,False,False
44,10,175,26,3,2,0,0,False,False,True,False
55,28,237,15,4,1,0,0,False,False,True,False
21,3,156,47,3,2,0,0,False,False,True,False
56,14,167,3,4,1,0,1,False,False,True,False
45,2,206,18,4,3,0,0,True,False,False,False
54,28,180,33,4,1,0,0,True,False,False,False
45,20,194,5,2,2,0,1,False,False,True,False
36,1,236,44,5,2,0,0,False,False,False,False
54,5,234,14,3,2,0,0,False,True,False,False
49,30,218,9,4,2,0,0,False,False,False,True
39,23,167,41,4,2,0,0,False,True,False,False
43,16,156,35,3,2,0,0,False,False,False,True
39,4,124,45,5,2,0,0,False,False,False,True
45,1,219,39,2,1,0,0,False,False,True,False
36,11,136,5,3,2,0,1,False,False,False,True
29,4,209,43,2,3,0,1,False,False,True,False
21,19,227,39,2,2,0,0,True,False,False,False
39,7,139,5,4,2,0,0,False,False,False,False
53,0,222,14,1,1,0,0,False,False,False,True
54,5,216,28,4,3,0,0,False,False,False,False
36,10,126,24,3,1,0,0,False,False,True,False
38,2,213,18,3,1,0,0,False,False,False,True
54,30,185,13,3,2,0,0,False,True,False,False
45,27,131,2,2,2,0,0,True,False,False,False
26,4,159,49,5,3,0,0,True,False,False,False
41,25,120,41,4,1,1,0,False,False,False,True
26,15,177,45,3,2,0,0,True,False,False,False
52,30,127,13,1,1,0,0,False,True,False,False
59,27,209,38,3,2,1,0,False,False,False,False
51,6,194,38,2,2,0,0,False,True,False,False
30,8,204,20,4,2,0,0,True,False,False,False
50,34,124,10,4,2,0,0,False,False,False,False
38,26,145,49,3,2,0,0,False,True,False,False
44,11,204,9,4,2,0,0,False,False,True,False
29,24,192,14,2,2,0,0,False,False,True,False
51,28,220,29,3,2,0,0,False,False,False,False
35,30,185,43,4,2,0,0,False,False,False,False
24,33,238,16,1,3,0,0,False,False,False,False
29,32,166,28,3,2,0,0,False,False,True,False
29,26,211,16,3,3,0,0,False,True,False,False
46,1,146,32,3,1,0,0,False,False,False,False
24,13,159,37,3,1,0,1,False,False,True,False
37,12,120,20,3,2,0,1,False,False,False,False
36,23,137,46,3,1,0,0,False,False,False,False
35,4,210,13,2,2,0,1,False,False,False,False
55,33,166,9,2,1,0,0,False,False,True,False
25,22,140,41,3,3,0,0,False,True,False,False
25,18,248,22,2,2,1,1,False,False,True,False
40,29,133,38,4,2,0,0,False,False,True,False
35,15,139,38,4,2,1,0,False,False,False,False
38,33,240,13,3,1,1,0,False,False,False,True
22,10,241,46,4,3,0,0,False,False,False,True
49,13,171,21,3,2,0,1,False,False,False,True
33,14,187,40,2,1,0,0,False,False,True,False
24,34,156,27,3,3,0,0,False,False,False,False
30,6,201,46,4,2,0,0,False,False,False,True
51,28,168,8,1,2,0,0,True,False,False,False
28,21,158,22,3,3,0,0,True,False,False,False
23,22,211,6,1,3,0,0,True,False,False,False
29,23,137,23,3,3,0,0,False,True,False,False
50,34,191,42,3,2,1,0,False,False,False,False
31,9,124,36,3,2,0,1,False,False,True,False
55,7,126,8,2,1,0,0,False,False,True,False
57,11,157,37,1,3,0,0,False,False,False,False
33,28,145,6,3,2,0,0,False,True,False,False
56,28,178,22,4,2,1,0,False,False,False,False
33,22,171,24,3,3,0,0,False,True,False,False
32,25,226,45,3,3,0,0,False,False,False,True
57,31,181,21,3,3,0,0,False,False,False,True
30,5,178,42,4,2,0,0,False,True,False,False
29,7,121,6,3,1,0,0,False,False,False,False
27,16,144,5,1,3,1,1,False,False,False,True
22,11,138,35,2,2,0,0,False,False,False,False
43,21,144,45,2,3,0,0,False,False,False,True
59,13,123,21,3,2,0,0,False,False,False,False
59,33,122,34,1,3,0,0,False,False,False,False
41,18,225,48,3,2,0,0,True,False,False,False
43,5,232,46,3,3,0,1,False,True,False,False
49,17,146,32,3,1,0,0,False,False,True,False
34,14,231,20,4,3,0,0,False,True,False,False
46,8,209,10,3,1,0,1,False,False,False,False
25,5,248,12,5,1,0,0,False,False,False,False
51,1,163,2,5,2,0,1,False,True,False,False
45,15,171,12,4,2,0,0,False,False,False,False
51,0,184,49,5,2,1,0,False,False,False,True
40,29,130,40,2,2,0,0,False,False,False,False
37,32,187,33,4,2,0,0,False,True,False,False
22,0,240,27,3,3,0,1,False,True,False,False
45,15,196,39,4,2,0,0,False,True,False,False
33,16,134,33,3,2,0,0,True,False,False,False
59,17,176,31,3,2,0,0,True,False,False,False
48,21,193,22,5,3,0,0,True,False,False,False
26,21,183,23,2,3,0,0,True,False,False,False
23,34,130,0,4,1,0,0,True,False,False,False
55,30,240,23,4,1,0,0,True,False,False,False
38,26,244,2,3,1,0,0,True,False,False,False
31,3,149,16,3,2,0,0,False,True,False,False
40,4,129,6,2,2,0,0,False,False,True,False
25,24,173,9,5,2,0,0,True,False,False,False
39,30,248,18,5,2,0,0,False,True,False,False
42,13,177,23,4,2,0,1,False,False,True,False
39,29,195,8,4,1,0,1,True,False,False,False
36,11,208,49,1,2,0,1,False,False,True,False
44,26,217,14,3,1,1,0,False,False,True,False
24,23,200,48,3,3,0,0,False,False,False,True
35,29,189,21,3,2,0,0,False,False,False,False
45,17,131,16,2,2,0,0,False,False,False,True
55,13,246,18,3,2,0,0,False,False,True,False
34,18,198,8,4,2,0,1,False,True,False,False
39,21,248,37,2,2,0,1,True,False,False,False
58,25,133,18,2,1,0,0,False,False,False,False
56,6,238,7,1,2,0,1,True,False,False,False
27,27,121,5,4,1,0,1,False,True,False,False
50,4,123,48,3,2,0,0,False,False,False,False
39,17,185,37,2,2,0,0,False,False,False,True
45,13,209,44,4,2,0,0,False,False,True,False
36,22,179,20,2,2,0,0,False,True,False,False
28,13,216,28,3,1,0,0,False,False,True,False
38,31,246,33,4,1,0,0,False,False,True,False
48,4,179,11,3,1,0,1,True,False,False,False
36,21,202,38,3,1,0,0,False,True,False,False
39,27,193,31,2,2,0,0,False,False,True,False
37,11,174,5,2,2,0,0,False,False,False,True
33,17,145,16,3,2,0,0,False,False,False,False
27,30,240,31,1,3,0,0,False,True,False,False
47,12,186,7,4,2,0,0,True,False,False,False
30,19,235,37,3,2,0,0,False,True,False,False
54,6,186,28,3,1,0,1,True,False,False,False
56,22,125,30,3,2,0,0,False,False,False,False
45,33,233,18,4,1,0,1,False,False,False,True
26,31,129,8,3,2,0,0,False,False,True,False
44,20,157,27,3,3,0,1,False,True,False,False
38,5,243,47,3,2,0,0,True,False,False,False
43,15,196,49,3,1,0,0,False,False,False,False
26,34,221,38,3,3,0,0,False,False,True,False
49,19,131,39,3,1,1,0,False,False,False,False
45,10,165,30,3,3,1,0,False,False,False,True
37,31,168,18,3,3,0,0,False,False,True,False
44,13,210,32,1,2,0,1,False,False,True,False
31,23,243,25,1,1,0,1,False,False,True,False
46,30,191,44,2,3,0,0,True,False,False,False
54,16,221,0,3,2,0,0,False,False,True,False
48,24,162,10,4,1,0,0,False,False,False,False
23,8,179,1,3,2,0,0,True,False,False,False
31,21,220,34,5,2,0,0,False,False,True,False
58,34,205,12,3,1,0,0,False,False,False,False
34,16,245,38,3,1,0,0,False,False,False,False
46,27,130,33,4,1,0,0,False,True,False,False
41,0,154,33,3,1,0,0,False,False,False,False
59,8,142,34,3,1,0,0,False,False,False,True
50,12,147,31,3,1,0,0,False,False,True,False
28,31,235,44,3,1,0,1,False,False,True,False
40,27,214,11,4,1,0,1,False,False,True,False
52,30,177,32,4,3,1,0,False,False,False,False
42,7,172,17,5,2,0,0,False,False,False,False
27,7,147,4,5,2,0,0,False,False,True,False
29,33,161,18,3,2,0,0,True,False,False,False
21,22,204,30,1,1,0,0,True,False,False,False
49,9,212,26,1,3,0,0,False,False,False,True
28,24,243,41,2,2,0,0,False,True,False,False
24,32,166,37,1,2,0,0,False,False,False,True
55,3,234,49,3,3,0,0,False,False,True,False
23,6,129,14,1,2,1,1,False,False,True,False
27,32,142,45,3,2,0,1,False,False,True,False
47,1,124,47,2,3,0,1,False,True,False,False
21,31,201,3,3,3,0,0,False,False,False,False
47,4,238,18,2,3,0,0,False,True,False,False
36,16,125,20,4,1,0,0,False,False,False,True
58,11,244,39,4,3,0,0,False,False,False,False
27,11,166,0,3,2,0,0,False,False,False,False
43,34,147,19,5,2,0,1,False,False,False,True
31,20,132,21,2,1,0,0,False,False,False,False
53,20,144,12,4,1,0,1,True,False,False,False
56,1,126,40,3,1,0,0,False,False,False,True
57,20,199,0,3,2,0,0,False,False,False,True
37,14,185,14,1,1,1,0,True,False,False,False
55,10,155,14,2,1,0,1,False,True,False,False
25,9,121,13,4,3,0,0,False,True,False,False
52,17,232,4,3,2,0,0,False,True,False,False
23,22,157,48,2,2,0,0,False,False,False,False
55,30,133,5,3,2,0,0,True,False,False,False
34,25,204,40,2,2,1,1,False,False,False,True
51,1,234,30,1,1,0,0,False,False,False,True
51,6,216,25,5,2,0,0,False,False,False,True
37,23,205,24,3,2,0,0,False,False,False,False
44,31,221,48,3,1,1,1,False,False,False,False
43,25,201,38,5,2,0,0,False,True,False,False
38,22,163,39,3,2,0,0,False,False,False,False
34,13,249,14,3,2,0,0,False,True,False,False
35,28,212,5,3,1,0,0,False,True,False,False
35,24,224,0,3,2,0,0,False,False,False,True
26,30,244,40,3,2,0,1,False,False,False,False
47,1,192,6,1,2,0,0,False,True,False,False
35,1,191,3,4,3,0,0,True,False,False,False
56,22,197,0,4,3,0,0,True,False,False,False
28,10,177,40,3,2,1,0,False,False,False,False
35,28,244,1,4,1,1,0,False,False,False,True
23,34,130,47,3,2,0,0,False,False,False,True
33,8,146,33,2,2,0,0,False,True,False,False
54,31,175,34,4,2,0,1,False,False,False,False
