Employee_ID,Age,Department,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition
E5185,38,Operations,19,185,11,4,Medium,Yes,No
E5186,47,Tech,15,231,25,5,Medium,No,No
E5187,38,Finance,28,219,3,4,Medium,No,No
E5188,43,Sales,0,185,43,4,High,No,No
E5189,31,HR,17,187,22,5,High,No,Yes
E5190,41,Operations,21,153,39,3,High,No,No
E5191,25,Tech,7,120,23,1,High,No,No
E5192,43,Finance,6,135,30,5,Low,No,Yes
E5193,45,Finance,24,121,29,3,Medium,No,No
E5194,30,Sales,29,235,2,4,Low,No,No
E5195,42,Operations,33,195,15,4,Low,No,No
E5196,39,Sales,10,146,33,3,Medium,No,No
E5197,21,HR,14,138,37,3,High,No,No
E5198,27,HR,34,147,27,3,Medium,No,No
E5199,24,HR,22,154,48,2,Medium,No,No
E5200,21,Finance,20,234,43,2,Medium,No,No
E5201,35,Operations,27,187,40,3,Medium,No,No
E5202,32,Sales,12,168,47,2,High,No,No
E5203,42,Sales,33,126,6,3,Medium,No,No
E5204,42,HR,5,156,7,2,High,Yes,No
E5205,37,Operations,3,234,6,4,Low,No,No
E5206,49,Operations,4,234,36,4,High,No,Yes
E5207,34,Tech,5,160,6,3,Low,No,No
E5208,40,Operations,20,200,49,3,Medium,No,No
E5209,53,Operations,27,181,17,5,High,No,No
E5210,35,Sales,2,121,47,1,Medium,No,No
E5211,32,Operations,22,207,38,3,Medium,No,Yes
E5212,40,Operations,7,167,20,3,Medium,No,Yes
E5213,50,Sales,18,174,33,3,Low,No,Yes
E5214,58,Operations,10,131,48,2,Low,No,No
E5215,23,Sales,9,120,26,3,Low,No,No
E5216,48,Tech,27,222,7,3,Low,Yes,Yes
E5217,46,Finance,19,153,33,3,High,No,No
E5218,50,Sales,27,231,17,3,High,No,No
E5219,33,Sales,28,165,40,3,Medium,No,Yes
E5220,33,Operations,7,218,11,3,High,No,No
E5221,22,Sales,18,176,21,2,Low,No,No
E5222,57,HR,20,170,39,4,Low,No,Yes
E5223,58,HR,17,141,21,3,Medium,No,No
E5224,22,Tech,8,187,7,2,Medium,No,No
E5225,56,Sales,3,179,41,2,Low,Yes,No
E5226,46,Operations,24,184,27,4,Medium,No,No
E5227,31,Operations,33,155,49,4,High,No,No
E5228,28,Finance,8,148,46,3,Medium,No,Yes
E5229,42,Tech,8,175,31,3,Low,No,No
E5230,40,Operations,17,201,10,3,Medium,No,No
E5231,28,Finance,10,163,20,3,Medium,Yes,No
E5232,49,Operations,12,150,25,4,Medium,No,No
E5233,46,Finance,8,200,13,3,High,No,No
E5234,50,HR,15,193,14,3,High,No,No
E5235,37,HR,3,243,13,1,High,No,No
E5236,40,Operations,33,135,11,2,Medium,No,No
E5237,36,Tech,6,187,35,4,Medium,No,No
E5238,27,Sales,14,238,2,2,Medium,No,No
E5239,36,Tech,10,188,43,3,Medium,No,No
E5240,47,Tech,31,161,6,4,Low,No,No
E5241,43,Sales,26,229,38,3,Medium,No,No
E5242,44,HR,29,160,45,4,Low,No,No
E5243,29,HR,16,169,0,3,High,No,No
E5244,55,Sales,18,125,38,3,Medium,Yes,No
E5245,40,Finance,6,194,24,4,High,No,No
E5246,57,Tech,20,136,30,4,Medium,No,No
E5247,37,Operations,27,224,21,3,Medium,No,No
E5248,51,HR,2,186,9,4,Low,No,Yes
E5249,28,Operations,13,219,17,4,Medium,No,No
E5250,35,Sales,1,209,12,4,Low,No,No
E5251,51,Operations,28,200,7,3,Medium,No,No
E5252,50,Operations,17,234,8,3,Low,No,No
E5253,40,Tech,23,139,14,3,Medium,No,No
E5254,59,Sales,11,199,7,4,High,No,No
E5255,32,Operations,31,175,32,2,Medium,No,Yes
E5256,37,HR,17,172,34,4,Low,No,No
E5257,50,Sales,12,168,18,3,Medium,No,No
E5258,49,HR,3,123,29,3,High,No,Yes
E5259,39,Finance,22,137,8,3,Medium,No,Yes
E5260,31,Operations,9,155,18,3,Low,No,No
E5261,54,Sales,4,236,46,4,Medium,No,No
E5262,27,HR,13,154,45,3,Medium,No,Yes
E5263,54,Operations,33,149,25,3,Low,No,No
E5264,40,Tech,27,237,0,1,Medium,No,No
E5265,58,HR,7,182,2,4,Medium,No,No
E5266,44,HR,15,201,33,4,Low,No,No
E5267,30,Finance,30,188,24,2,Medium,No,No
E5268,52,Tech,6,244,29,3,High,No,Yes
E5269,35,Finance,2,173,0,3,Medium,No,No
E5270,57,Tech,28,206,17,5,Low,No,No
E5271,40,HR,3,175,32,2,Medium,No,No
E5272,23,Finance,8,198,8,2,Low,No,No
E5273,57,Operations,16,239,6,2,High,No,No
E5274,28,Tech,19,144,29,4,High,No,No
E5275,43,HR,13,228,12,4,High,No,Yes
E5276,31,Sales,28,214,16,3,Medium,No,No
E5277,28,Tech,12,172,12,2,Medium,No,No
E5278,49,Tech,16,167,12,3,High,No,No
E5279,50,Operations,3,189,41,2,Low,No,No
E5280,30,Tech,19,202,37,1,Low,No,No
E5281,59,Tech,10,201,36,4,Medium,No,No
E5282,48,Operations,21,223,9,4,High,No,No
E5283,56,Operations,7,194,13,5,Medium,No,No
E5284,33,Finance,27,208,42,3,Medium,No,No
E5285,52,HR,29,183,4,3,Medium,No,No
E5286,56,HR,32,154,35,4,Medium,No,Yes
E5287,57,Finance,32,131,34,2,Low,No,No
E5288,46,HR,26,209,45,2,Medium,Yes,No
E5289,42,Tech,19,174,44,3,Medium,No,Yes
E5290,24,Finance,32,231,22,5,Medium,Yes,Yes
E5291,51,Finance,24,188,4,4,Medium,No,No
E5292,38,HR,18,210,43,2,Medium,No,No
E5293,58,Sales,20,157,27,1,High,No,No
E5294,44,HR,32,148,22,4,Medium,Yes,No
E5295,43,Sales,2,131,41,4,Medium,No,Yes
E5296,42,Finance,13,201,33,4,Medium,No,No
E5297,22,Sales,14,122,30,2,High,No,No
E5298,51,Tech,32,206,6,3,Medium,No,Yes
E5299,31,Operations,21,207,6,3,Low,No,No
E5300,48,Sales,0,172,3,5,Medium,No,No
E5301,52,Operations,30,220,43,2,Low,No,No
E5302,25,Tech,34,123,31,3,Low,No,No
E5303,58,Operations,19,176,27,2,Medium,No,No
E5304,30,Tech,31,147,3,3,High,No,No
E5305,44,Operations,11,135,38,2,Medium,No,No
E5306,55,Operations,15,132,44,4,Low,No,No
E5307,43,HR,7,172,7,3,Low,No,Yes
E5308,37,Sales,13,167,13,3,Medium,No,Yes
E5309,21,Operations,17,144,29,3,Medium,No,Yes
E5310,51,Finance,29,185,2,4,High,No,No
E5311,51,HR,32,223,1,4,High,No,No
E5312,54,Sales,33,122,9,1,High,No,No
E5313,29,HR,33,213,5,1,Medium,Yes,No
E5314,42,Sales,6,130,6,3,Medium,No,No
E5315,33,Tech,5,140,15,3,Low,No,No
E5316,45,Operations,5,246,5,3,Low,Yes,No
E5317,38,Finance,21,210,15,4,Low,Yes,No
E5318,32,HR,7,214,26,2,Low,No,No
E5319,37,HR,14,213,11,5,Low,No,No
E5320,35,HR,25,248,21,1,High,No,No
E5321,35,HR,2,231,14,2,Medium,No,No
E5322,35,Operations,9,153,21,3,High,No,No
E5323,59,Sales,2,199,34,3,High,Yes,No
E5324,33,Operations,29,202,47,2,High,No,No
E5325,37,Tech,21,148,49,4,High,No,No
E5326,52,Operations,2,130,14,3,Medium,No,Yes
E5327,29,Operations,0,181,22,1,Medium,No,No
E5328,40,Tech,32,222,37,4,Medium,No,No
E5329,46,Operations,18,152,48,5,High,No,No
E5330,47,Sales,33,207,1,3,High,No,No
E5331,41,Finance,30,136,1,4,High,No,No
E5332,38,Tech,23,210,48,2,Medium,No,No
E5333,33,HR,11,162,18,3,Medium,No,No
E5334,36,Sales,12,192,4,3,High,No,No
E5335,29,Finance,15,124,3,5,High,No,No
E5336,32,Sales,15,175,27,3,Medium,No,No
E5337,58,Sales,19,176,17,1,Medium,No,Yes
E5338,39,HR,26,191,39,3,High,Yes,No
E5339,27,Finance,12,198,40,1,Medium,No,No
E5340,55,Sales,3,155,49,2,High,No,No
E5341,38,HR,31,234,30,3,Low,Yes,No
E5342,36,Tech,33,190,21,3,Medium,No,No
E5343,59,HR,16,211,10,1,Medium,No,No
E5344,24,Operations,23,224,47,2,Medium,No,Yes
E5345,45,HR,28,184,15,3,Low,No,No
E5346,52,HR,27,143,3,4,Low,No,No
E5347,33,HR,21,164,20,3,High,No,No
E5348,37,Sales,27,236,40,4,Medium,No,Yes
E5349,57,Finance,24,149,44,2,Medium,No,No
E5350,26,HR,2,184,24,2,Medium,No,No
E5351,39,HR,12,204,19,4,Medium,Yes,No
E5352,33,Operations,30,202,7,3,High,Yes,No
E5353,46,Operations,12,233,42,3,Medium,No,No
E5354,34,Tech,17,215,8,5,Medium,No,No
E5355,51,Tech,33,206,17,3,Medium,No,No
E5356,24,Operations,16,186,30,1,High,No,No
E5357,59,Finance,20,150,34,5,Medium,No,No
E5358,28,Tech,18,185,29,1,Medium,No,No
E5359,45,Finance,11,173,17,4,High,No,No
E5360,33,Operations,27,129,18,3,Medium,Yes,No
E5361,52,Tech,10,202,40,3,Medium,No,No
E5362,58,HR,27,148,23,3,Low,No,No
E5363,58,Operations,34,151,49,3,Medium,No,No
E5364,48,Tech,14,136,21,4,Medium,No,No
E5365,50,Finance,15,234,47,5,Low,No,Yes
E5366,23,Finance,6,164,13,1,Medium,No,No
E5367,48,Tech,2,168,18,4,High,No,No
E5368,23,Finance,30,206,28,2,Low,No,Yes
E5369,54,Tech,11,194,21,1,Low,No,Yes
E5370,36,Tech,7,242,29,5,Low,No,No
E5371,42,Finance,24,243,14,3,Medium,No,No
E5372,52,Sales,34,171,20,2,Medium,Yes,Yes
E5373,58,HR,11,207,25,3,Medium,Yes,Yes
E5374,28,Operations,20,203,35,3,High,No,Yes
E5375,28,HR,25,225,11,3,Low,No,No
E5376,26,Operations,1,211,6,3,Medium,No,No
E5377,34,Operations,13,218,10,4,Low,No,No
E5378,52,HR,3,140,38,1,Low,No,Yes
E5379,55,Tech,16,125,19,2,Low,Yes,No
E5380,30,Finance,4,172,34,1,Medium,No,No
E5381,23,Sales,23,206,3,1,Medium,No,No
E5382,32,Sales,6,205,1,5,Low,No,No
E5383,51,Sales,22,215,19,5,Low,No,No
E5384,49,HR,16,232,46,4,Low,No,No
E5385,25,HR,11,190,19,3,Low,No,No
E5386,45,Tech,10,162,11,4,Low,No,Yes
E5387,51,Sales,10,153,16,1,Low,No,Yes
E5388,41,Tech,33,165,17,2,High,No,No
E5389,40,Sales,28,151,39,3,Medium,No,No
E5390,59,HR,26,120,23,4,Medium,No,No
E5391,42,Finance,21,139,7,3,High,No,No
E5392,24,Finance,1,191,36,3,Medium,No,No
E5393,33,Finance,29,130,40,2,Medium,No,No
E5394,40,Finance,6,226,29,3,Medium,No,Yes
E5395,33,Operations,11,162,19,4,Medium,No,No
E5396,37,Sales,2,129,22,3,High,No,No
E5397,56,Finance,16,127,36,3,Low,No,No
E5398,53,Operations,31,138,9,3,Low,Yes,No
E5399,21,Operations,7,174,32,4,Low,Yes,No
E5400,35,Operations,22,122,23,3,High,No,Yes
E5401,33,Tech,29,172,35,3,Medium,No,Yes
E5402,37,Tech,14,163,15,3,High,No,No
E5403,44,Operations,9,215,49,1,Medium,No,No
E5404,28,Finance,14,167,27,4,Medium,Yes,Yes
E5405,47,Sales,29,173,11,5,Medium,No,No
E5406,43,HR,25,211,19,3,Medium,No,Yes
E5407,28,Tech,13,170,46,2,Medium,Yes,No
E5408,28,Finance,2,137,17,4,Medium,No,No
E5409,46,Finance,25,245,36,3,Medium,No,No
E5410,33,HR,13,125,25,3,Low,Yes,Yes
E5411,59,HR,30,197,45,1,Medium,No,No
E5412,57,Finance,13,201,6,4,Medium,Yes,No
E5413,48,HR,9,199,42,4,High,No,No
E5414,45,Finance,8,207,46,4,High,No,Yes
E5415,36,HR,17,132,20,3,Medium,No,Yes
E5416,22,HR,11,184,42,4,Low,No,No
E5417,38,Finance,2,183,31,3,High,No,No
E5418,37,Operations,17,133,6,3,Low,No,No
E5419,50,Finance,6,240,22,4,Medium,No,No
E5420,59,Sales,30,196,19,5,Low,Yes,No
E5421,33,HR,0,132,19,4,Medium,No,No
E5422,52,Tech,30,192,31,4,Medium,No,No
E5423,49,HR,12,125,25,4,Medium,Yes,No
E5424,50,Sales,28,240,35,4,High,No,No
E5425,38,Tech,2,213,23,4,Medium,No,No
E5426,33,Tech,28,176,0,3,Medium,No,Yes
E5427,41,Finance,34,172,27,2,Medium,No,No
E5428,50,Operations,14,165,25,4,Low,No,No
E5429,41,Finance,20,197,33,5,Medium,No,No
E5430,37,Tech,18,153,25,3,Medium,No,No
E5431,39,Tech,27,161,35,4,Medium,No,No
E5432,35,Operations,3,197,4,3,Medium,Yes,No
E5433,29,HR,12,183,1,5,Medium,No,Yes
E5434,30,Operations,14,237,31,4,Medium,No,No
E5435,51,Finance,31,149,33,3,Medium,Yes,No
E5436,43,HR,2,212,49,4,Medium,No,Yes
E5437,50,Finance,29,126,29,4,High,No,No
E5438,53,Operations,19,142,23,4,Medium,No,No
E5439,29,HR,1,155,27,5,Low,No,No
E5440,21,Operations,24,235,45,1,Medium,No,No
E5441,55,Sales,10,200,2,2,Medium,No,Yes
E5442,31,Tech,0,144,49,4,Low,No,No
E5443,54,HR,9,234,9,5,Medium,No,No
E5444,36,Tech,16,213,5,3,Medium,Yes,No
E5445,29,Sales,29,168,33,1,Medium,No,Yes
E5446,52,HR,34,146,30,3,High,No,No
E5447,35,Tech,18,214,42,3,High,No,No
E5448,32,Tech,33,133,49,4,Low,Yes,No
E5449,53,HR,31,241,45,1,Medium,No,No
E5450,34,Tech,11,167,12,2,Medium,Yes,No
E5451,28,Tech,16,247,38,4,Medium,No,No
E5452,28,HR,5,204,19,2,Low,Yes,No
E5453,47,Tech,12,211,31,4,Low,Yes,No
E5454,32,Tech,21,134,9,3,Low,No,No
E5455,21,Finance,10,170,25,4,High,No,No
E5456,31,Finance,6,173,18,1,Low,No,No
E5457,59,Sales,20,227,28,3,Low,No,No
E5458,51,Finance,0,194,12,3,Low,No,No
E5459,37,Finance,29,147,33,4,Medium,No,No
E5460,53,Sales,18,247,19,3,Low,No,No
E5461,52,Tech,28,189,43,1,Low,No,No
E5462,49,Tech,34,215,39,4,Medium,No,No
E5463,41,Finance,19,222,17,1,Medium,No,No
E5464,41,Sales,0,206,33,5,Medium,No,Yes
E5465,43,Tech,22,224,47,2,Medium,No,Yes
E5466,26,Operations,30,228,7,3,Low,No,No
E5467,42,HR,34,200,15,1,Low,No,No
E5468,58,HR,21,164,39,3,Low,No,Yes
E5469,57,HR,6,231,22,3,High,No,No
E5470,28,Finance,32,179,31,3,Low,No,No
E5471,55,HR,6,190,12,1,High,No,No
E5472,31,HR,26,132,25,4,High,No,No
E5473,44,Operations,1,197,37,4,Medium,No,No
E5474,41,Tech,16,244,0,3,Medium,No,No
E5475,22,Operations,0,217,1,3,Medium,No,No
E5476,39,Finance,29,210,38,4,Medium,No,No
E5477,59,HR,21,208,12,2,Medium,No,Yes
E5478,48,Tech,27,218,26,5,Medium,No,No
E5479,37,HR,32,192,3,3,Low,No,No
E5480,26,HR,25,189,40,4,Medium,No,No
E5481,39,Finance,34,158,19,3,Medium,No,No
E5482,58,HR,10,146,2,3,Medium,No,No
E5483,48,Sales,6,159,22,4,High,No,No
E5484,22,Tech,27,242,1,3,Low,No,No
E5485,58,Tech,24,150,15,4,High,No,Yes
E5486,57,Sales,30,134,9,3,Medium,No,No
E5487,24,Finance,2,189,27,1,Medium,No,Yes
E5488,42,HR,32,130,43,3,High,No,No
E5489,46,HR,33,149,17,4,High,No,No
E5490,56,Tech,20,154,1,3,Medium,No,No
E5491,33,Finance,18,231,13,3,Medium,No,No
E5492,52,Finance,20,162,43,3,Low,Yes,Yes
E5493,37,Finance,13,212,19,3,Medium,No,No
E5494,56,HR,9,238,39,4,High,No,Yes
E5495,39,Finance,6,122,22,2,Low,No,Yes
E5496,55,Sales,28,209,6,3,Low,Yes,No
E5497,48,Operations,7,197,44,3,Medium,No,No
E5498,21,Finance,12,202,46,3,Medium,Yes,No
E5499,38,Operations,18,204,13,5,Medium,No,No
E5500,53,HR,10,243,36,1,Medium,No,No
E5501,32,Finance,1,196,7,2,Medium,No,No
E5502,28,Tech,5,224,49,4,Medium,Yes,Yes
E5503,44,HR,28,172,4,3,Medium,No,No
E5504,36,Sales,4,163,22,4,High,No,No
E5505,24,Sales,29,165,40,4,High,No,No
E5506,58,Operations,26,156,9,3,Medium,No,No
E5507,47,Operations,17,157,48,2,Low,No,No
E5508,29,Tech,15,228,26,2,Medium,No,No
E5509,36,Tech,4,228,34,2,High,No,No
E5510,32,Sales,8,207,0,3,Medium,No,No
E5511,51,Finance,33,130,6,4,High,Yes,No
E5512,44,Sales,33,212,46,4,Medium,No,Yes
E5513,34,Sales,30,183,7,1,High,No,No
E5514,45,Tech,19,245,10,4,Low,Yes,Yes
E5515,54,Operations,16,231,33,1,Medium,No,Yes
E5516,23,Tech,19,224,27,4,Medium,No,No
E5517,44,Tech,27,181,33,2,High,No,No
E5518,29,Tech,20,180,42,1,Medium,Yes,No
E5519,46,Sales,18,209,19,4,Low,No,No
E5520,40,Finance,2,131,27,3,High,No,No
E5521,30,Sales,29,193,48,3,Medium,No,No
E5522,39,HR,4,226,41,3,Low,No,No
E5523,23,Tech,5,249,36,1,Medium,No,No
E5524,44,Tech,2,235,2,4,Medium,No,No
E5525,25,HR,23,162,8,4,Medium,No,No
E5526,23,Tech,0,158,21,1,High,No,Yes
E5527,47,Tech,14,150,24,3,Medium,No,No
E5528,36,Tech,17,183,1,3,Medium,No,No
E5529,35,HR,22,222,22,3,Low,No,No
E5530,55,Sales,28,216,16,3,Medium,No,No
E5531,32,Tech,21,163,24,4,Low,No,Yes
E5532,46,Finance,23,216,11,5,Low,No,No
E5533,54,HR,12,121,26,3,Low,No,No
E5534,43,Operations,32,155,19,3,Low,No,No
E5535,51,HR,21,174,8,4,Low,No,No
E5536,40,Sales,34,233,22,3,Medium,No,No
E5537,32,HR,16,206,35,3,Low,No,Yes
E5538,43,Operations,21,188,27,3,Low,No,No
E5539,24,Finance,4,230,49,4,High,No,Yes
E5540,43,Operations,24,199,47,3,Medium,No,No
E5541,21,HR,5,159,28,2,Medium,No,No
E5542,45,Operations,16,143,41,3,Low,No,No
E5543,22,HR,30,236,31,4,Medium,No,No
E5544,50,Finance,16,223,11,4,Medium,No,No
E5545,23,Finance,32,181,29,4,Medium,No,No
E5546,41,Sales,3,126,10,4,Medium,No,No
E5547,45,Finance,13,157,36,2,Medium,No,No
E5548,40,Tech,12,238,19,3,High,Yes,No
E5549,42,Operations,26,205,10,2,High,No,No
E5550,41,Operations,23,205,47,4,Low,No,Yes
E5551,53,HR,26,210,46,3,Medium,No,No
E5552,58,Finance,7,240,37,4,Low,No,Yes
E5553,35,Sales,20,216,44,4,Medium,No,Yes
E5554,35,Sales,10,222,15,4,Medium,No,No
E5555,45,Sales,30,120,34,4,Medium,No,No
E5556,41,Tech,26,164,49,3,Medium,No,No
E5557,44,Finance,26,183,0,3,Medium,No,Yes
E5558,25,Sales,7,189,24,3,Medium,No,No
E5559,26,Tech,32,194,48,2,Low,No,Yes
E5560,43,Operations,11,192,26,2,Medium,No,No
E5561,24,HR,34,192,31,2,High,Yes,No
E5562,47,Finance,33,174,5,5,Low,No,Yes
E5563,38,Finance,15,165,40,2,Medium,Yes,Yes
E5564,41,Operations,1,216,35,4,Medium,No,No
E5565,48,Finance,11,134,38,2,Medium,No,No
E5566,55,Finance,26,144,22,5,Medium,No,No
E5567,42,Finance,16,218,28,3,Medium,No,No
E5568,43,Finance,19,196,29,3,High,No,No
E5569,23,Tech,20,126,21,3,High,No,No
E5570,30,Tech,29,153,10,4,Low,No,No
E5571,45,HR,19,177,25,2,Medium,No,No
E5572,28,Finance,7,197,22,4,Medium,No,No
E5573,31,Operations,17,142,2,4,Low,No,Yes
E5574,25,Sales,17,241,47,2,Medium,No,Yes
E5575,57,HR,17,146,5,1,Medium,No,No
E5576,58,Sales,1,185,6,4,High,No,No
E5577,49,Sales,11,220,43,2,High,No,No
E5578,25,Finance,31,213,38,4,Low,No,No
E5579,29,Operations,7,186,21,2,Medium,No,Yes
E5580,22,Sales,9,130,47,3,Medium,No,No
E5581,21,Sales,10,159,49,4,Low,No,No
E5582,50,HR,13,120,41,4,Medium,No,No
E5583,31,Operations,25,128,32,3,High,No,No
E5584,48,Operations,29,231,39,4,Medium,No,Yes
E5585,32,Sales,3,192,2,4,High,No,No
E5586,59,Operations,10,243,29,3,Medium,No,No
E5587,46,HR,23,195,47,3,Medium,No,No
E5588,33,HR,21,248,23,3,Low,No,No
E5589,28,HR,2,213,2,5,Low,No,Yes
E5590,48,Finance,1,191,1,4,Medium,No,No
E5591,50,Sales,11,165,43,2,Medium,No,No
E5592,29,Operations,20,221,39,3,Medium,No,Yes
E5593,59,HR,4,160,18,5,Medium,No,Yes
E5594,51,Sales,6,141,23,2,High,No,Yes
E5595,41,Sales,3,202,49,5,Medium,No,No
E5596,54,Finance,21,194,19,3,Medium,No,No
E5597,51,Operations,28,133,46,1,Medium,No,No
E5598,45,Operations,8,130,48,3,Low,No,No
E5599,32,HR,25,166,49,3,High,No,No
E5600,21,HR,11,129,30,4,Medium,No,No
E5601,42,Sales,0,180,49,3,Low,No,Yes
E5602,57,Operations,7,230,40,3,High,No,No
E5603,21,Operations,32,164,30,5,High,No,No
E5604,21,HR,3,166,36,1,Medium,No,Yes
E5605,41,Tech,13,237,42,3,Medium,No,No
E5606,35,Sales,28,142,28,3,High,Yes,Yes
E5607,37,Operations,13,155,3,1,Low,No,No
E5608,42,Finance,8,195,9,1,Medium,No,No
E5609,58,Finance,8,228,35,3,Low,Yes,No
E5610,55,Tech,25,203,34,2,Medium,No,No
E5611,36,HR,16,199,47,3,High,No,No
E5612,28,HR,3,133,20,3,Medium,No,No
E5613,37,HR,2,185,42,4,Medium,No,No
E5614,37,Finance,28,135,40,3,Medium,No,Yes
E5615,46,HR,24,162,0,3,High,No,Yes
E5616,33,Finance,20,221,41,2,Medium,No,No
E5617,37,Tech,11,232,11,2,Low,No,No
E5618,58,Sales,0,128,23,3,Medium,No,No
E5619,37,Operations,0,201,1,5,Medium,No,No
E5620,34,Tech,6,229,46,2,Low,No,No
E5621,26,Finance,9,217,19,3,High,No,No
E5622,55,Tech,14,203,15,4,Medium,No,No
E5623,34,Operations,10,162,33,4,High,No,No
E5624,28,Sales,22,185,12,5,Medium,No,No
E5625,35,Operations,12,242,17,2,Low,No,No
E5626,47,Finance,26,228,28,1,Low,No,Yes
E5627,33,Operations,16,221,42,3,High,No,Yes
E5628,51,Tech,12,205,13,2,Low,No,No
E5629,55,HR,11,203,29,3,Medium,No,No
E5630,26,Tech,28,123,34,4,Low,No,No
E5631,25,Finance,20,243,8,4,Medium,No,No
E5632,42,Sales,19,139,36,2,Low,No,Yes
E5633,43,Operations,19,154,45,2,Low,No,No
E5634,45,Sales,30,216,38,5,Medium,No,No
E5635,54,Finance,7,133,11,3,Medium,No,No
E5636,46,Operations,23,167,20,5,Medium,No,Yes
E5637,25,Tech,10,148,17,4,Medium,No,No
E5638,46,Tech,32,155,10,5,Medium,No,No
E5639,40,Finance,14,161,26,4,Medium,No,No
E5640,26,Operations,3,148,23,3,Medium,No,No
E5641,26,Tech,0,160,40,4,High,No,No
E5642,38,Finance,31,231,42,3,Medium,No,No
E5643,24,Finance,10,204,49,2,Medium,No,No
E5644,37,Sales,29,227,33,2,High,No,No
E5645,34,Tech,18,124,19,3,High,No,No
E5646,34,Operations,33,129,12,2,Medium,No,No
E5647,33,Tech,6,154,46,2,High,No,No
E5648,27,Tech,19,150,7,3,Low,No,Yes
E5649,35,Tech,11,239,36,5,High,No,No
E5650,39,Finance,31,198,4,3,Low,No,No
E5651,55,HR,1,128,6,3,Medium,No,No
E5652,37,HR,21,163,43,2,High,No,No
E5653,55,Sales,23,235,11,2,Low,No,No
E5654,39,Tech,30,239,40,4,Low,No,No
E5655,40,HR,3,172,3,4,Medium,No,No
E5656,56,Sales,23,184,39,3,Medium,No,No
E5657,55,Finance,16,189,18,3,Low,No,No
E5658,52,Tech,18,165,0,4,Medium,Yes,No
E5659,44,Operations,33,240,42,1,Medium,No,No
E5660,37,Finance,32,240,12,3,Low,No,No
E5661,27,Sales,5,152,49,4,Medium,No,Yes
E5662,21,Finance,12,200,41,4,Low,No,No
E5663,55,Operations,8,174,44,1,Medium,No,Yes
E5664,52,Finance,34,217,24,2,Medium,No,No
E5665,56,Sales,33,229,43,4,High,No,No
E5666,33,Operations,15,244,44,3,Medium,No,No
E5667,26,Operations,17,210,33,4,Low,No,No
E5668,34,Finance,17,157,34,1,Medium,No,No
E5669,57,Operations,31,156,16,2,High,No,No
E5670,35,Finance,6,124,25,3,Medium,No,No
E5671,24,Tech,22,201,20,5,Medium,No,Yes
E5672,36,Operations,22,229,11,4,High,No,No
E5673,48,Finance,17,179,15,4,Medium,Yes,No
E5674,36,Tech,6,125,19,3,High,No,No
E5675,24,Operations,23,146,9,4,Medium,No,No
E5676,46,Tech,13,174,22,4,Low,No,No
E5677,48,Operations,4,183,46,3,Low,No,No
E5678,52,Sales,21,136,29,5,Medium,No,No
E5679,22,Sales,21,122,7,4,Medium,No,No
E5680,51,Finance,9,129,4,5,Medium,No,Yes
E5681,23,HR,25,182,11,4,Low,No,No
E5682,28,Sales,14,208,41,4,High,No,No
E5683,44,HR,0,204,13,5,High,Yes,No
E5684,35,Tech,13,223,11,3,Medium,No,No
E5685,51,Tech,30,151,23,4,Medium,No,No
E5686,29,HR,27,122,44,2,Low,No,No
E5687,59,Finance,33,228,16,4,Medium,No,No
E5688,22,Operations,34,212,0,4,Medium,Yes,No
E5689,28,HR,22,222,41,4,Medium,No,No
E5690,27,HR,18,216,36,4,Medium,No,No
E5691,59,HR,17,187,10,3,Medium,No,Yes
E5692,36,HR,14,212,41,3,Low,No,No
E5693,55,HR,0,136,5,1,Low,No,No
E5694,50,Finance,24,141,14,2,High,Yes,No
E5695,30,Sales,25,130,40,3,Low,No,No
E5696,58,Operations,34,148,39,3,Low,No,No
E5697,38,Sales,14,139,22,2,Medium,No,No
E5698,25,HR,3,124,22,2,Medium,No,No
E5699,49,Sales,14,153,37,3,Medium,No,No
E5700,59,Finance,0,147,37,4,Medium,No,No
E5701,54,Tech,21,217,48,3,Low,No,No
E5702,43,Sales,10,125,11,1,Low,No,No
E5703,25,Operations,25,138,6,4,Low,Yes,No
E5704,50,Finance,26,131,36,3,Medium,No,Yes
E5705,26,Tech,12,144,15,4,High,Yes,No
E5706,24,Finance,6,132,37,2,Low,No,No
E5707,49,HR,7,195,39,5,Medium,No,No
E5708,43,Tech,22,122,34,1,Medium,Yes,No
E5709,26,Operations,25,143,39,4,Low,No,No
E5710,52,Tech,26,127,28,3,Medium,No,No
E5711,38,Operations,8,231,38,1,Medium,No,Yes
E5712,35,HR,12,239,16,1,Medium,No,No
E5713,52,Operations,6,242,25,3,High,No,Yes
E5714,29,Finance,10,209,19,4,Medium,No,Yes
E5715,57,Sales,9,164,45,1,Low,No,No
E5716,30,Finance,32,120,24,4,Medium,Yes,No
E5717,40,Finance,2,122,37,4,Low,No,Yes
E5718,26,Tech,28,184,38,3,Medium,No,No
E5719,23,HR,15,134,36,1,High,No,Yes
E5720,31,Sales,15,169,18,5,Medium,No,No
E5721,37,Operations,6,243,20,3,Medium,No,Yes
E5722,52,Tech,14,156,31,2,Low,No,No
E5723,24,HR,5,225,27,4,Low,No,Yes
E5724,24,Sales,17,222,38,2,Low,No,No
E5725,37,Finance,18,240,40,3,High,No,Yes
